assettreat,asset_comp,isrstock,palstock,tradestock6all,age,faminc,religion,female,BA_or_higher,left_2013,left_2015,p_index_2013,p_index_2015
0,0,0,0,0,58,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,0,1,67,16000,jewish,0,1,0,1,17.67245293,18.03174257
1,1,0,1,1,29,16000,jewish,0,1,1,1,17.67245293,18.03174257
1,1,0,0,1,37,12000,jewish,0,1,1,1,12.73045063,18.03174257
1,0,1,0,0,37,8000,jewish,1,1,1,0,3.183063567,8.651765585
0,0,0,0,0,51,12000,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,1,0,0,25,16000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,1,41,24000,jewish,0,1,0,1,7.76501894,NA
1,0,1,0,0,54,12000,jewish,1,1,1,1,10.79364419,11.17560983
1,0,1,0,1,35,16000,jewish,0,0,0,0,5.80478251,6.130972505
1,1,1,0,1,36,12000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,0,1,0,0,24,8000,jewish,1,0,0,1,-4.184692502,4.13695246
0,0,0,0,1,53,16000,jewish,0,1,0,0,-1.457502842,-5.590324998
1,1,0,0,0,39,8000,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,0,0,1,30,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,1,38,12000,jewish,1,1,0,0,-3.938569427,-3.084227145
1,1,0,1,0,40,8000,jewish,0,0,0,0,2.905057669,-1.078563482
1,1,1,0,1,24,24000,jewish,0,0,0,1,10.38673759,6.310444474
0,0,0,0,0,32,16000,jewish,1,0,0,0,0.58477439,-1.072461456
1,1,1,0,0,18,12000,jewish,0,0,0,0,-4.020610452,-0.907684043
1,1,1,0,1,35,24000,jewish,0,1,0,0,5.526776314,6.130972505
1,1,0,0,0,50,12000,jewish,0,0,0,1,15.35216928,13.34910154
1,1,1,0,0,48,16000,jewish,0,0,0,0,7.870489359,1.265808195
0,0,0,0,1,68,12000,jewish,1,0,0,1,7.76501894,5.963144302
1,0,0,1,0,35,3000,jewish,1,0,0,0,8.321030736,-5.59337616
0,0,0,0,1,59,16000,jewish,1,1,0,0,5.526776314,-3.416832983
1,0,0,1,0,21,8000,druze,1,0,0,NA,7.463582754,NA
1,1,1,0,1,63,16000,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,1,0,1,35,12000,jewish,0,0,1,1,15.35216928,NA
1,1,1,0,1,67,12000,jewish,0,1,1,1,12.70702124,18.03174257
1,1,0,0,0,38,3000,jewish,1,1,1,1,13.03188682,13.34910154
1,1,0,1,1,54,8000,jewish,0,0,0,0,7.847059965,6.130972505
1,1,0,1,0,48,24000,jewish,1,0,0,0,3.07759285,-5.761204958
1,1,1,0,0,36,8000,no religion,1,1,1,1,-4.102651477,15.85825086
1,1,0,1,0,54,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,28,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,0,1,0,29,8000,jewish,1,0,0,0,-4.102651477,1.262757182
1,1,1,0,0,39,16000,jewish,0,0,0,0,-3.801215887,NA
1,1,0,0,1,26,16000,jewish,0,1,0,1,5.119870305,10.46936512
1,1,0,1,1,69,12000,jewish,0,1,0,0,10.38673759,8.651765585
1,0,0,1,1,31,8000,jewish,1,1,0,0,-6.258852482,-10.10818958
1,1,0,0,0,71,16000,jewish,0,1,0,1,8.06645453,10.82830906
0,0,0,0,1,33,8000,jewish,0,1,0,0,5.143299699,1.268859208
0,0,0,0,0,25,12000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,33,12000,jewish,1,1,0,0,-8.661177158,-3.240411878
1,1,0,1,0,43,16000,jewish,0,1,0,0,3.206493258,NA
0,0,0,0,1,33,3000,jewish,0,0,0,0,-3.801215887,1.262757182
0,0,0,0,0,32,16000,jewish,0,1,1,0,15.05073428,18.03174257
1,1,1,0,0,26,12000,jewish,0,0,0,0,0.66681549,3.610179722
1,1,0,1,1,52,16000,jewish,1,1,0,1,10.10873199,10.8252573
1,1,1,0,1,27,8000,jewish,1,1,0,0,8.148495555,8.651765585
1,1,0,1,0,34,24000,jewish,0,1,0,0,0.66681549,-0.907684043
0,0,0,0,1,30,24000,jewish,1,1,0,0,-8.555706143,-1.072461456
1,1,0,1,1,43,16000,jewish,0,1,0,1,12.42901444,13.16657782
1,0,1,0,0,40,16000,jewish,1,1,0,0,-8.661177158,-10.10818958
1,1,0,1,1,27,12000,jewish,0,0,0,0,10.68817377,13.34910154
1,1,0,1,1,47,16000,jewish,0,0,0,1,-10.89941859,-10.10818958
1,1,1,0,0,42,12000,jewish,1,0,1,1,15.35216928,18.03174257
1,1,0,1,1,33,16000,jewish,1,1,1,1,12.73045063,15.69042206
1,1,1,0,1,46,12000,jewish,0,0,0,1,3.484499454,6.307393909
1,1,0,0,1,64,NA,jewish,1,1,0,1,5.746171474,3.621823788
1,1,1,0,0,53,12000,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,0,0,1,25,3000,jewish,0,0,0,0,3.785935044,-10.10818958
1,0,0,0,1,49,3000,jewish,1,0,0,1,10.38673759,10.8252573
1,1,0,1,1,30,3000,jewish,0,1,0,0,3.507929146,1.448331326
0,0,0,0,1,29,12000,jewish,0,0,0,1,-6.317464113,-5.41390419
1,1,0,1,1,47,16000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,1,1,0,0,66,8000,jewish,0,1,0,1,17.67245293,18.03174257
1,0,0,0,0,36,16000,jewish,1,0,0,0,5.143299699,3.610179722
1,1,1,0,0,24,12000,jewish,1,0,0,0,-10.89941859,-7.76381731
1,1,1,0,0,38,12000,jewish,0,0,0,0,8.06645453,3.610179722
1,1,1,0,0,42,16000,jewish,1,1,0,0,-8.661177158,-3.069532514
0,0,0,0,1,47,8000,jewish,0,1,0,0,2.881627977,8.825135827
1,1,0,1,0,27,8000,jewish,1,0,0,0,-6.258852482,-5.425547957
1,1,1,0,0,27,8000,jewish,0,0,0,NA,-10.89941859,NA
1,1,1,0,1,64,8000,jewish,1,0,0,0,2.881627977,5.783672333
1,0,0,1,0,35,8000,jewish,1,1,0,0,-8.661177158,-10.10818958
1,0,0,0,1,52,8000,jewish,0,1,0,0,5.746171474,13.16962957
1,1,1,0,1,65,8000,jewish,0,0,0,0,15.35216928,8.651765585
1,1,1,0,1,42,16000,jewish,1,1,0,0,5.421305895,-7.766868472
1,1,1,0,0,36,12000,muslim,0,1,1,1,17.67245293,18.03174257
1,1,1,0,1,35,12000,jewish,1,1,0,0,-10.89941859,-3.084227145
0,0,0,0,0,52,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,0,1,1,30,12000,jewish,1,1,0,0,1.140786484,3.966073096
1,0,0,1,1,54,16000,jewish,1,1,0,0,-6.235423088,-10.10818958
1,1,1,0,0,40,8000,jewish,0,0,0,1,-1.457502842,1.448331326
1,0,1,0,1,46,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,33,12000,jewish,1,0,0,1,10.38673759,8.483936787
1,1,1,0,0,30,8000,jewish,1,1,1,1,2.799586654,8.301413655
1,1,1,0,0,52,16000,jewish,0,1,0,0,7.847059965,3.78965199
1,1,0,1,1,49,12000,jewish,1,0,0,0,5.80478251,15.69042206
1,1,1,0,0,22,3000,jewish,1,0,0,0,-8.579135537,-7.766868472
1,1,1,0,0,22,16000,jewish,1,0,0,0,7.76501894,8.651765585
1,1,0,0,0,27,8000,jewish,1,1,1,0,-1.457502842,8.651765585
1,1,0,1,0,46,12000,jewish,0,1,0,0,5.526776314,-1.078563482
0,0,0,0,0,34,12000,no religion,1,0,0,0,-4.102651477,-7.934696674
1,1,0,1,0,55,8000,jewish,1,0,1,1,10.492208,13.34910154
1,0,0,0,0,42,12000,jewish,1,0,0,0,-1.782368422,1.265808195
1,1,0,0,0,52,8000,jewish,0,0,0,0,9.807295799,8.124992847
0,0,0,0,0,39,16000,jewish,1,0,0,0,-8.661177158,-3.416832983
1,0,0,1,0,53,8000,jewish,0,0,0,0,-8.579135537,-10.10818958
0,0,0,0,0,58,16000,jewish,0,0,0,1,-1.179496795,3.798244894
1,0,1,0,0,28,NA,jewish,0,0,0,1,5.526776314,6.130972505
0,0,0,0,1,75,8000,no religion,0,1,1,1,8.06645453,6.310444474
1,1,1,0,1,35,NA,jewish,0,0,0,1,-10.89941859,-5.425547957
1,1,0,0,0,48,12000,jewish,0,0,0,0,-3.973751068,-0.907684043
0,0,0,0,1,64,12000,jewish,0,0,0,0,0.944821537,-0.72821185
1,1,1,0,0,25,8000,druze,0,0,0,0,5.8282125,11.00778103
0,0,0,0,0,68,3000,jewish,1,0,0,0,5.166729689,8.483936787
1,1,1,0,1,43,16000,jewish,1,1,1,1,17.67245293,15.69042206
1,1,0,1,0,46,12000,jewish,0,0,0,0,-8.661177158,-0.907684043
1,1,1,0,1,42,16000,jewish,1,1,0,1,3.183063567,1.445280463
1,1,1,0,0,46,16000,jewish,0,1,0,0,13.03188682,11.00473046
1,1,0,0,1,56,16000,jewish,0,1,0,0,3.206493258,-7.934696674
0,0,0,0,0,55,8000,jewish,1,0,0,0,3.183063567,3.786600828
1,1,0,1,1,27,3000,jewish,0,1,0,0,-1.375461668,8.651765585
1,0,1,0,0,36,8000,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,1,0,0,44,8000,no religion,1,0,1,1,5.468165278,8.483936787
1,1,0,1,0,24,12000,jewish,1,0,0,0,-1.758938581,-1.075512394
1,1,0,0,1,26,12000,jewish,0,0,0,1,5.8282125,8.651765585
1,1,0,1,0,48,8000,jewish,0,0,0,0,-8.661177158,-3.416832983
1,0,0,1,1,64,12000,jewish,0,0,0,1,17.67245293,13.16962957
0,0,0,0,0,57,12000,jewish,1,1,0,0,2.881627977,1.265808195
1,0,0,1,0,36,12000,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,1,0,1,24,24000,jewish,1,0,0,1,5.526776314,-0.907684043
0,0,0,0,1,22,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,49,16000,jewish,0,1,1,1,5.526776314,6.142616272
0,0,0,0,1,30,16000,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,0,1,1,62,16000,jewish,0,0,1,1,5.746171474,18.03174257
1,1,1,0,1,48,24000,jewish,1,1,0,0,-3.973751068,1.433636546
0,0,0,0,1,61,8000,jewish,1,1,0,0,-8.661177158,3.96912396
1,1,0,0,1,27,NA,jewish,1,0,0,0,5.143299699,5.780621171
1,1,1,0,1,37,12000,jewish,0,1,0,1,5.8282125,10.8252573
1,1,0,0,0,29,8000,jewish,1,0,0,0,-10.89941859,-0.896040201
0,0,0,0,0,37,12000,jewish,1,1,0,0,0.66681549,-3.249004483
1,1,0,1,0,49,24000,jewish,0,1,0,0,5.526776314,1.448331326
1,1,1,0,0,26,12000,jewish,1,1,0,1,-1.676897407,1.265808195
1,0,1,0,0,36,16000,jewish,1,0,0,0,0.862780437,-5.590324998
1,1,0,0,1,40,3000,jewish,0,0,0,0,-8.661177158,-10.10818958
1,1,0,0,1,43,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,1,0,25,8000,jewish,0,0,0,0,0.561344549,5.951500535
1,1,0,1,1,26,24000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,0,1,1,35,16000,jewish,1,1,0,0,2.905057669,-5.243024826
1,1,0,1,0,50,16000,jewish,0,1,0,1,3.124452233,1.101030856
1,1,1,0,0,22,16000,jewish,0,0,0,0,-3.695744872,-5.590324998
0,0,0,0,0,32,12000,jewish,0,0,0,0,3.206493258,1.445280463
1,1,0,0,0,33,12000,jewish,0,0,0,0,-8.579135537,-10.10818958
0,0,0,0,0,34,12000,jewish,1,0,0,0,0.479303598,8.480886221
1,1,0,1,0,29,12000,jewish,0,1,0,0,0.757309645,6.310444474
1,1,1,0,0,31,3000,jewish,1,1,1,1,17.67245293,11.00778103
1,1,1,0,1,38,12000,jewish,0,1,0,1,15.05073428,18.03174257
1,1,0,0,0,57,3000,jewish,1,0,0,0,-1.782368422,3.436249495
1,0,0,0,0,34,8000,jewish,1,1,1,1,-6.340893507,-1.078563482
1,1,0,0,0,33,8000,jewish,0,0,0,0,-1.676897407,-3.249004483
1,0,1,0,0,27,3000,jewish,1,1,0,1,-3.335697651,6.304342747
1,1,0,0,1,37,16000,jewish,0,1,1,1,17.67245293,18.03174257
0,0,0,0,0,27,12000,jewish,1,0,1,1,15.35216928,13.16962957
1,1,1,0,1,33,3000,jewish,0,0,0,0,-10.89941859,-7.766868472
1,1,0,0,0,26,24000,jewish,0,1,0,0,-1.735508889,-3.416832983
1,1,1,0,1,39,12000,jewish,0,1,0,0,-4.079221785,3.78965199
1,1,1,0,0,28,12000,jewish,1,0,0,0,0.862780437,1.265808195
1,1,0,1,0,28,8000,jewish,0,0,0,0,3.206493258,3.786600828
1,1,1,0,1,59,12000,jewish,0,0,0,1,3.183063567,6.130972505
1,1,1,0,1,53,8000,jewish,0,1,0,0,-1.457502842,-0.896040201
1,1,1,0,1,53,16000,jewish,1,1,0,1,8.06645453,10.82830906
1,1,1,0,0,36,12000,jewish,0,0,0,0,12.70702124,10.8252573
0,0,0,0,0,38,12000,jewish,1,0,0,1,8.148495555,-0.72821185
1,1,0,1,0,37,8000,jewish,1,1,0,0,2.905057669,-0.72821185
1,1,0,1,1,72,24000,jewish,0,1,0,1,17.67245293,18.03174257
0,0,0,0,0,26,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,26,3000,jewish,1,0,0,0,-3.891709745,-5.425547957
1,1,1,0,0,48,8000,jewish,0,0,1,0,10.38673759,10.9930861
0,0,0,0,0,29,12000,jewish,0,0,0,0,-3.99718076,6.130972505
1,1,1,0,0,45,12000,jewish,1,0,0,1,-1.735508889,-3.416832983
1,1,0,1,1,69,16000,jewish,0,0,1,1,17.67245293,15.51095009
1,0,1,0,0,55,3000,jewish,0,0,0,0,2.846446037,-3.069532514
1,0,1,0,1,78,3000,jewish,1,0,0,0,7.463582754,8.124992847
1,1,1,0,0,41,24000,jewish,0,1,1,1,5.746171474,6.310444474
0,0,0,0,0,43,16000,jewish,1,1,1,1,9.807295799,8.128044009
1,1,0,0,0,46,16000,jewish,0,0,0,0,0.58477439,1.448331326
1,1,1,0,0,41,12000,jewish,0,0,0,1,8.148495555,6.310444474
1,1,0,0,0,26,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,1,70,16000,jewish,0,1,0,1,3.507929146,8.483936787
1,1,0,0,1,55,12000,jewish,1,0,0,0,3.206493258,6.130972505
0,0,0,0,1,61,8000,jewish,1,0,0,0,0.839350596,3.783549964
1,1,1,0,1,57,16000,jewish,0,1,0,0,8.148495555,10.8252573
1,1,1,0,0,33,3000,no religion,0,1,1,1,17.67245293,10.8252573
1,1,1,0,1,34,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,25,8000,jewish,1,0,0,1,-10.89941859,-10.10818958
1,0,0,0,0,38,8000,jewish,1,1,0,0,-8.579135537,-5.425547957
1,1,0,0,0,24,3000,jewish,1,0,0,0,-6.258852482,-5.425547957
1,1,0,0,0,35,12000,jewish,1,0,0,0,0.643385872,4.133901596
1,1,1,0,0,46,12000,jewish,0,1,1,1,17.67245293,18.03174257
1,0,0,1,1,31,16000,jewish,1,1,1,1,15.35216928,-0.725160912
0,0,0,0,0,42,12000,jewish,1,0,0,1,5.8282125,3.96912396
1,1,1,0,1,44,12000,jewish,0,1,0,0,12.42901444,-3.416832983
1,1,1,0,0,23,3000,jewish,1,0,0,0,-6.258852482,-5.425547957
0,0,0,0,0,26,3000,jewish,1,0,0,0,-1.758938581,-10.10818958
1,1,0,1,0,24,12000,jewish,1,0,0,0,1.164216176,1.624752581
0,0,0,0,0,27,12000,no religion,1,0,1,NA,13.03188682,NA
1,1,0,0,0,18,16000,jewish,0,0,1,1,0.944821537,6.130972505
1,1,0,1,0,29,8000,jewish,0,1,0,0,8.36789012,3.974666297
0,0,0,0,0,40,16000,jewish,1,1,0,0,-4.102651477,NA
0,0,0,0,1,39,8000,jewish,0,0,0,0,-3.99718076,-10.10818958
0,0,0,0,0,35,3000,jewish,0,0,0,0,-10.89941859,-7.934696674
1,1,0,1,0,20,3000,jewish,1,0,0,0,5.225340724,-7.766868472
1,1,0,1,0,27,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,1,0,28,NA,jewish,0,1,1,NA,-1.735508889,NA
1,0,0,1,0,30,8000,jewish,0,1,0,0,1.058745384,-0.896040201
1,1,0,1,0,56,8000,jewish,0,0,0,0,-8.579135537,-3.084227145
0,0,0,0,0,36,8000,jewish,0,0,0,0,0.537914932,-3.252055645
1,1,0,0,0,49,16000,jewish,0,1,0,0,3.010528386,1.268859208
1,1,1,0,0,26,12000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,26,3000,jewish,1,1,1,0,-1.782368422,3.786600828
1,0,0,0,0,65,12000,jewish,0,0,0,1,-1.562973559,1.101030856
1,0,0,1,0,48,12000,jewish,1,0,0,0,-4.102651477,-5.761204958
1,0,0,1,0,53,16000,jewish,0,1,1,1,13.00845623,13.16962957
1,1,0,1,0,49,12000,jewish,1,0,0,1,-4.079221785,1.268859208
1,1,0,0,0,21,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,0,0,0,35,12000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,26,12000,jewish,1,0,0,0,1.026862711,-10.10818958
1,0,1,0,0,29,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,35,12000,jewish,1,0,0,0,3.206493258,3.78965199
1,0,1,0,0,40,16000,jewish,1,0,0,1,8.125066161,13.16657782
1,1,0,0,0,35,24000,jewish,1,1,1,1,12.73045063,13.16962957
1,1,1,0,0,43,12000,jewish,1,1,0,1,8.06645453,8.651765585
1,1,0,1,0,39,16000,jewish,0,1,0,0,5.8282125,6.310444474
1,1,1,0,0,52,12000,jewish,0,0,0,0,13.03188682,6.310444474
1,1,0,0,0,26,3000,jewish,0,0,0,NA,10.38673759,NA
1,1,1,0,0,30,12000,jewish,1,0,0,0,-1.375461668,-10.10818958
1,1,0,1,0,24,8000,jewish,0,0,0,0,-6.258852482,-0.739855468
0,0,0,0,1,40,16000,jewish,0,1,0,0,7.76501894,8.475344181
1,1,0,1,0,24,3000,jewish,0,0,0,0,-1.676897407,-0.907684043
1,0,0,1,1,39,16000,jewish,0,1,1,1,8.148495555,15.69042206
1,1,0,1,0,66,12000,jewish,0,1,1,1,3.124452233,12.9901576
1,1,0,1,0,20,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,0,0,34,12000,jewish,0,0,0,0,-1.735508889,3.621823788
0,0,0,0,0,37,16000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,0,1,0,29,8000,no religion,1,0,0,0,-4.079221785,-7.766868472
1,1,0,1,1,56,12000,jewish,1,0,0,1,10.71160316,NA
1,1,1,0,0,40,24000,jewish,0,1,0,0,7.76501894,8.304464817
1,0,0,1,0,26,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,0,0,1,38,12000,jewish,0,0,0,0,0.862780437,3.96912396
1,1,0,1,1,76,12000,jewish,0,1,1,1,17.67245293,18.03174257
0,0,0,0,1,36,24000,jewish,0,1,1,1,0.886210129,8.486988544
1,1,0,1,0,47,12000,jewish,0,1,0,0,-6.422934532,-5.761204958
1,1,0,0,0,38,12000,jewish,1,1,0,1,13.03188682,18.03174257
0,0,0,0,1,55,12000,jewish,1,1,0,1,0.455873758,8.651765585
1,1,1,0,1,48,3000,jewish,1,1,0,1,8.148495555,15.69042206
1,1,0,1,1,62,16000,jewish,0,0,0,0,-1.562973559,8.651765585
1,1,0,0,1,37,12000,jewish,0,1,1,1,15.35216928,13.34910154
1,1,0,0,1,34,12000,jewish,0,1,0,0,-8.579135537,-7.766868472
1,1,0,1,1,30,8000,jewish,0,0,0,0,-1.480932534,-5.761204958
0,0,0,0,0,63,3000,jewish,0,0,1,0,15.35216928,18.03174257
0,0,0,0,1,36,16000,jewish,0,1,0,0,-1.375461668,-5.590324998
1,1,0,0,0,28,16000,jewish,1,0,0,1,1.269687116,4.13695246
0,0,0,0,0,26,NA,jewish,1,0,0,0,3.206493258,3.44235152
1,1,0,0,1,47,12000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,1,0,0,1,27,12000,jewish,1,0,0,0,2.799586654,-5.59337616
1,1,0,1,1,26,12000,jewish,0,0,0,0,-4.079221785,1.445280463
1,0,0,0,0,38,3000,jewish,0,0,0,1,7.76501894,5.966195464
0,0,0,0,1,32,12000,jewish,1,1,0,0,-3.99718076,NA
0,0,0,0,0,68,16000,jewish,0,1,1,1,17.67245293,18.03174257
1,1,0,0,0,22,16000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,0,1,0,23,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,1,0,52,24000,jewish,0,1,0,0,-4.079221785,-5.59337616
0,0,0,0,0,22,12000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,0,1,0,0,31,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,0,1,1,24,24000,jewish,0,0,0,0,-4.079221785,-3.416832983
