assettreat,asset_comp,isrstock,palstock,tradestock6all,age,faminc,religion,female,BA_or_higher,left_2013,left_2015,p_index_2013,p_index_2015
1,1,0,1,0,31,8000,jewish,0,0,0,0,-3.938569427,-3.084227145
0,0,0,0,0,24,8000,jewish,1,0,0,0,1.058745384,1.448331326
1,0,0,1,0,45,12000,jewish,1,1,0,1,-3.938569427,1.433636546
0,0,0,0,1,55,12000,jewish,1,1,0,0,5.421305895,-3.419884145
0,0,0,0,0,30,8000,jewish,1,0,0,0,-6.235423088,-10.10818958
0,0,0,0,0,44,24000,jewish,0,1,0,0,12.70702124,13.16657782
1,1,0,1,1,44,16000,jewish,0,1,0,0,5.526776314,-0.72821185
1,1,0,0,0,25,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,1,1,31,12000,jewish,0,0,0,0,-6.317464113,-10.10818958
1,1,0,0,1,35,12000,jewish,1,0,1,1,-1.457502842,3.786600828
0,0,0,0,0,23,3000,jewish,1,0,0,0,-10.89941859,-7.766868472
1,1,0,0,0,25,12000,jewish,1,0,0,0,-6.422934532,-5.761204958
1,0,1,0,0,38,8000,jewish,1,0,0,0,-8.579135537,-10.10818958
1,0,0,0,0,31,8000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,1,0,1,0,50,12000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,31,16000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,1,1,64,12000,jewish,0,0,0,0,-1.375461668,8.651765585
1,1,0,1,0,27,8000,jewish,0,0,1,1,3.124452233,6.142616272
1,0,0,1,1,36,3000,jewish,1,1,1,0,-10.89941859,-10.10818958
1,1,0,1,0,30,12000,jewish,1,1,0,0,7.847059965,8.472293019
1,0,1,0,0,48,8000,jewish,0,0,0,0,-1.700327098,-10.10818958
1,0,1,0,0,46,12000,jewish,1,1,0,1,-1.630038023,-0.72821185
0,0,0,0,0,51,12000,jewish,1,0,0,0,0.537914932,6.307393909
0,0,0,0,0,31,12000,jewish,0,1,0,0,-10.89941859,-10.10818958
0,0,0,0,1,53,16000,jewish,0,1,0,1,3.124452233,5.963144302
1,0,0,0,0,23,12000,jewish,1,0,0,0,-1.700327098,-5.425547957
1,1,0,1,1,30,3000,jewish,0,0,0,0,2.846446037,1.262757182
1,1,1,0,1,50,16000,jewish,1,1,0,0,-3.99718076,1.613108665
1,1,1,0,0,54,8000,jewish,1,1,1,1,10.38673759,10.8252573
1,0,1,0,1,46,12000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,1,0,1,0,37,16000,jewish,1,1,1,1,0.862780437,-0.72821185
1,1,0,0,0,41,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,37,12000,jewish,1,0,0,0,0.862780437,-10.10818958
1,1,0,0,1,36,16000,jewish,0,1,0,1,10.38673759,8.480886221
1,1,0,1,0,30,NA,jewish,1,0,0,0,-4.184692502,-10.10818958
1,1,0,1,1,70,12000,jewish,0,1,1,1,12.73045063,8.483936787
0,0,0,0,1,46,16000,jewish,0,1,0,0,-1.457502842,3.786600828
1,1,0,1,1,56,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,0,1,29,12000,jewish,1,1,0,0,-10.89941859,-10.10818958
0,0,0,0,0,23,12000,jewish,0,1,1,1,-1.375461668,-5.590324998
1,1,0,0,1,43,12000,jewish,0,1,0,1,2.881627977,1.448331326
1,0,1,0,0,24,3000,jewish,1,0,0,NA,0.944821537,NA
1,1,1,0,0,39,12000,jewish,1,1,0,0,0.537914932,-3.252055645
0,0,0,0,1,25,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,30,16000,jewish,0,0,1,1,2.905057669,6.307393909
1,0,0,1,0,28,3000,jewish,0,0,0,0,-3.938569427,-10.10818958
1,1,0,0,0,24,NA,jewish,1,0,0,0,-1.57142669,-5.425547957
1,1,0,1,0,46,8000,jewish,1,0,0,1,0.862780437,-0.72821185
1,1,0,1,0,25,8000,jewish,0,0,0,0,3.484499454,6.130972505
1,1,1,0,0,40,8000,jewish,0,1,0,0,7.74158895,-3.084227145
0,0,0,0,1,72,12000,jewish,0,0,0,0,2.905057669,-5.590324998
0,0,0,0,0,28,12000,jewish,1,1,0,0,-10.89941859,-10.10818958
0,0,0,0,0,25,12000,jewish,0,1,0,0,0.839350596,-3.252055645
1,1,1,0,0,41,16000,jewish,0,0,0,0,12.73045063,18.03174257
1,1,0,1,0,34,12000,jewish,0,0,0,0,8.148495555,18.03174257
1,1,0,0,1,73,8000,jewish,1,0,0,0,-4.020610452,-0.731262937
0,0,0,0,0,40,24000,jewish,0,1,0,0,7.788448334,6.310444474
1,0,1,0,1,57,12000,jewish,1,0,0,1,5.468165278,-1.072461456
1,1,0,0,1,18,3000,jewish,0,0,1,1,7.788448334,8.304464817
1,1,1,0,0,29,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,35,8000,jewish,1,1,1,1,-1.758938581,5.783672333
1,1,1,0,0,21,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,56,24000,jewish,1,0,0,1,10.38673759,18.03174257
0,0,0,0,0,35,8000,jewish,1,1,1,1,10.38673759,10.8252573
0,0,0,0,0,30,12000,jewish,0,1,1,0,10.46877861,8.651765585
1,1,1,0,0,45,12000,jewish,1,1,0,0,-6.422934532,-1.072461456
1,1,0,0,1,22,3000,jewish,0,0,0,0,-6.235423088,-7.76381731
1,1,1,0,0,30,8000,jewish,0,0,0,0,5.80478251,3.786600828
1,0,0,0,0,32,12000,jewish,1,0,0,0,0.561344549,-1.075512394
0,0,0,0,0,32,12000,jewish,0,1,0,0,-8.579135537,-7.766868472
1,1,0,1,0,38,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,28,3000,jewish,0,0,0,0,-6.422934532,-5.761204958
1,1,0,1,1,40,24000,jewish,0,1,0,0,12.42901444,10.64883709
1,1,1,0,0,30,3000,jewish,1,0,0,0,-3.938569427,-10.10818958
1,1,0,0,0,38,12000,jewish,0,0,0,0,5.119870305,3.778008223
1,1,1,0,1,61,8000,jewish,1,1,0,0,10.10873199,13.16962957
1,1,1,0,0,48,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,33,16000,jewish,1,0,0,0,0.643385872,3.78965199
0,0,0,0,0,33,8000,jewish,1,0,0,NA,8.06645453,NA
0,0,0,0,0,35,3000,jewish,0,0,0,0,-3.034262061,-10.10818958
0,0,0,0,0,41,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
0,0,0,0,1,39,24000,jewish,0,0,0,0,-1.375461668,1.445280463
1,1,0,1,0,40,3000,jewish,0,0,0,1,5.166729689,15.69042206
1,0,0,1,1,44,3000,jewish,1,0,1,1,10.71160316,8.651765585
1,1,0,1,0,43,16000,jewish,1,1,0,NA,-1.758938581,NA
1,1,0,1,0,26,3000,jewish,1,0,0,0,-4.020610452,-5.59337616
1,1,1,0,0,28,8000,jewish,1,0,0,1,-10.89941859,1.445280463
1,1,1,0,0,20,12000,jewish,1,0,0,0,-10.89941859,4.130850434
1,1,1,0,1,24,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,0,0,0,33,12000,jewish,1,0,0,NA,-3.938569427,NA
1,1,0,0,0,23,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,1,0,41,12000,jewish,0,1,1,1,13.00845623,11.00473046
1,1,0,1,1,33,12000,jewish,0,1,0,1,8.06645453,15.69042206
1,1,0,1,0,21,12000,jewish,1,0,0,1,10.10873199,1.268859208
0,0,0,0,1,30,12000,jewish,0,1,0,1,10.38673759,6.130972505
1,1,1,0,1,64,0,jewish,0,1,0,0,10.38673759,6.130972505
1,0,0,0,0,38,8000,jewish,1,0,0,0,0.643385872,-5.425547957
1,1,0,0,0,27,8000,jewish,1,0,1,1,-1.179496795,8.480886221
0,0,0,0,0,23,3000,jewish,1,1,0,0,12.70702124,-7.76381731
1,1,1,0,1,31,12000,jewish,1,1,0,0,1.058745384,-3.069532514
1,0,0,1,0,63,12000,jewish,1,0,0,0,-1.700327098,1.262757182
1,1,1,0,0,24,16000,jewish,0,0,1,1,17.67245293,18.03174257
0,0,0,0,0,36,8000,jewish,1,0,0,0,-1.375461668,-5.425547957
1,1,1,0,0,39,24000,jewish,0,1,0,0,-10.89941859,-10.10818958
0,0,0,0,1,43,16000,jewish,0,1,0,0,8.148495555,1.448331326
1,1,1,0,0,46,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,30,3000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,0,1,0,0,36,16000,jewish,1,1,0,1,0.862780437,NA
1,1,1,0,0,33,16000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,1,0,0,0,41,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,0,0,0,28,3000,jewish,1,0,0,0,-6.258852482,-5.590324998
1,1,0,1,0,22,16000,jewish,1,0,0,0,-6.235423088,-10.10818958
1,0,0,0,0,28,12000,jewish,0,0,1,NA,10.38673759,NA
1,1,0,1,1,39,16000,jewish,1,1,1,1,5.421305895,6.130972505
1,0,0,0,0,21,NA,muslim,1,0,1,1,6.1062181,6.307393909
1,0,1,0,0,21,NA,jewish,0,0,0,0,-1.676897407,-0.907684043
1,1,0,1,0,34,12000,jewish,1,0,0,0,10.46877861,8.651765585
1,1,0,1,0,22,16000,jewish,1,1,0,0,-1.375461668,1.448331326
1,0,0,1,0,30,8000,jewish,1,0,0,1,15.05073428,10.64883709
1,1,0,1,0,31,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,0,1,0,34,12000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,0,1,0,0,38,24000,jewish,1,1,0,NA,-10.89941859,NA
1,0,1,0,0,36,16000,jewish,1,1,0,0,-1.594856381,-3.084227145
0,0,0,0,0,48,8000,jewish,1,0,0,1,-4.184692502,-5.761204958
1,0,0,0,1,42,12000,jewish,1,1,0,NA,-6.422934532,NA
0,0,0,0,0,24,16000,jewish,0,0,0,0,-4.184692502,-1.072461456
1,1,0,0,0,32,16000,jewish,0,1,1,1,17.67245293,18.03174257
1,1,0,1,1,19,3000,muslim,0,0,0,0,17.67245293,NA
1,1,1,0,1,29,12000,jewish,0,1,1,1,15.35216928,18.03174257
1,1,0,1,1,46,12000,jewish,1,0,0,0,8.148495555,8.651765585
1,1,1,0,0,23,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,26,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,36,3000,jewish,1,1,0,NA,7.76501894,NA
0,0,0,0,0,24,NA,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,1,0,29,12000,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,1,0,0,46,12000,jewish,0,0,0,0,3.484499454,-0.907684043
1,0,1,0,0,29,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,34,12000,jewish,0,1,0,0,-1.375461668,-3.249004483
0,0,0,0,1,34,8000,jewish,1,1,1,1,3.507929146,18.03174257
1,0,0,1,0,43,12000,jewish,1,0,0,1,2.905057669,-7.766868472
1,1,0,1,0,28,12000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,1,0,1,0,45,16000,jewish,1,1,1,1,13.03188682,13.34910154
1,1,1,0,0,45,16000,jewish,1,1,0,0,-1.375461668,-1.072461456
0,0,0,0,0,39,24000,jewish,1,1,0,1,8.148495555,15.68737149
1,1,0,1,1,61,8000,jewish,0,0,0,0,-6.422934532,-5.59337616
1,1,0,0,0,28,12000,jewish,1,1,0,1,-1.758938581,-1.072461456
0,0,0,0,0,39,8000,jewish,1,0,1,1,0.58477439,1.268859208
1,1,0,1,1,36,16000,jewish,0,1,0,0,-1.782368422,-5.761204958
0,0,0,0,0,49,8000,jewish,0,0,0,0,-8.661177158,-7.934696674
1,0,1,0,0,37,24000,jewish,1,1,0,0,3.56654048,-0.548739657
1,1,0,1,0,24,3000,jewish,1,0,1,1,12.73045063,13.34910154
0,0,0,0,1,24,24000,jewish,0,0,0,NA,-8.661177158,NA
1,1,0,1,1,29,12000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,1,0,1,0,28,8000,jewish,1,1,0,0,2.799586654,1.265808195
1,1,0,1,0,30,12000,jewish,1,1,1,1,5.80478251,3.966073096
0,0,0,0,1,60,3000,jewish,0,0,1,1,2.846446037,5.786723495
1,0,0,1,0,39,3000,jewish,1,0,0,1,-1.457502842,3.966073096
1,1,1,0,0,25,3000,christian,0,0,1,1,-1.562973559,-5.761204958
1,1,0,1,1,72,12000,jewish,1,1,0,0,15.05073428,8.651765585
1,1,1,0,0,27,12000,jewish,0,0,1,1,0.608204007,-3.245953619
0,0,0,0,0,27,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,26,3000,jewish,1,0,1,1,13.00845623,1.101030856
1,1,1,0,0,30,3000,jewish,0,0,0,0,13.03188682,8.651765585
1,1,0,1,0,30,3000,jewish,1,0,0,0,-10.89941859,-7.766868472
1,0,0,0,0,29,8000,jewish,1,0,0,NA,-6.422934532,NA
1,1,0,1,0,34,3000,jewish,1,1,0,0,-8.579135537,-10.10818958
0,0,0,0,0,48,12000,jewish,0,0,0,0,12.42901444,3.607128859
0,0,0,0,0,54,12000,jewish,0,1,0,0,5.225340724,-5.761204958
1,1,0,1,0,33,12000,jewish,0,0,0,0,8.04302454,8.480886221
1,0,1,0,0,27,3000,jewish,0,0,0,NA,-10.89941859,NA
1,0,0,1,0,49,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,0,0,22,3000,jewish,1,0,0,0,-1.480932534,-5.59337616
1,1,0,0,0,34,12000,jewish,0,1,1,1,0.944821537,1.445280463
1,0,0,1,1,32,8000,jewish,1,0,0,0,2.823016644,1.268859208
1,1,1,0,1,46,16000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,0,0,1,1,30,3000,jewish,1,1,0,1,0.886210129,1.448331326
1,0,1,0,0,45,12000,jewish,1,0,0,0,-10.89941859,8.651765585
0,0,0,0,0,61,8000,jewish,0,0,0,0,-4.079221785,-1.072461456
0,0,0,0,1,46,16000,jewish,1,1,0,0,-10.89941859,-5.425547957
0,0,0,0,1,60,3000,jewish,0,1,0,0,-1.700327098,3.436249495
1,0,1,0,0,42,12000,jewish,1,1,0,0,0.886210129,5.783672333
1,0,1,0,1,39,8000,jewish,1,0,1,NA,3.461069465,NA
1,1,0,1,0,45,16000,jewish,0,0,0,0,5.8282125,3.957480192
1,1,0,0,0,26,8000,jewish,0,0,1,1,17.67245293,18.03174257
1,0,1,0,0,54,12000,jewish,1,0,0,0,-4.102651477,-5.761204958
1,1,1,0,0,28,8000,jewish,0,1,0,0,-10.89941859,-10.10818958
1,1,0,1,0,47,8000,jewish,1,0,0,NA,-10.89941859,NA
0,0,0,0,0,25,12000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,0,1,0,28,NA,jewish,1,1,0,0,-10.89941859,-10.10818958
1,1,1,0,0,32,12000,jewish,0,0,0,0,-6.340893507,-10.10818958
0,0,0,0,0,40,3000,jewish,0,0,0,0,-4.184692502,-0.910735056
1,1,1,0,0,27,8000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,0,1,0,24,12000,jewish,1,1,0,0,-3.938569427,-3.084227145
1,1,1,0,1,64,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,30,12000,jewish,0,1,0,0,2.823016644,-5.590324998
1,0,0,1,0,20,12000,jewish,0,1,0,NA,-1.375461668,NA
1,1,0,0,0,30,24000,jewish,0,0,0,0,0.886210129,3.78965199
1,1,1,0,0,18,NA,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,0,19,16000,jewish,0,0,0,0,-8.579135537,-7.766868472
1,1,1,0,1,42,12000,jewish,1,1,0,0,-10.89941859,8.651765585
1,1,1,0,0,31,8000,jewish,1,1,1,1,10.38673759,8.651765585
1,0,1,0,1,50,16000,jewish,0,1,0,1,17.67245293,NA
1,1,0,0,1,22,24000,jewish,0,0,0,0,-1.375461668,1.613108665
1,1,0,0,0,37,12000,jewish,1,0,0,0,9.807295799,-1.072461456
1,1,0,1,0,39,16000,jewish,0,0,0,0,-3.719174564,3.96912396
1,0,0,1,0,29,3000,jewish,1,0,0,0,-3.938569427,-3.084227145
1,1,0,1,1,40,16000,jewish,0,1,1,1,5.526776314,10.64883709
1,1,1,0,1,28,16000,jewish,0,1,1,1,17.67245293,18.03174257
0,0,0,0,0,58,16000,jewish,1,0,1,1,-1.480932534,-3.416832983
1,0,0,1,0,21,3000,jewish,1,0,0,0,-3.938569427,-5.425547957
1,1,1,0,0,28,12000,jewish,0,0,0,0,-4.020610452,-3.252055645
1,1,0,1,0,25,12000,jewish,1,0,0,0,-4.020610452,-5.425547957
0,0,0,0,0,25,8000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,0,1,0,0,24,12000,no religion,1,0,0,0,-6.258852482,-5.425547957
0,0,0,0,0,35,12000,jewish,1,1,0,1,-1.840979755,1.616159678
1,1,0,1,0,40,16000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,1,0,1,1,59,16000,jewish,0,1,0,1,-6.340893507,-5.761204958
0,0,0,0,0,25,3000,jewish,0,0,0,NA,-6.258852482,NA
1,1,1,0,0,33,8000,jewish,1,0,0,0,-3.938569427,1.094928831
1,1,0,0,0,35,12000,jewish,1,0,0,0,2.881627977,-10.10818958
1,1,0,0,1,40,12000,jewish,0,0,0,1,3.507929146,3.96912396
1,1,0,1,0,31,8000,jewish,0,0,0,0,-4.184692502,-5.761204958
0,0,0,0,0,49,8000,jewish,1,1,0,1,0.50273329,-1.078563482
1,1,1,0,0,40,12000,jewish,0,1,1,1,3.124452233,1.445280463
1,1,0,1,0,33,8000,christian,1,0,0,0,-1.398891509,-7.766868472
0,0,0,0,0,23,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
1,0,1,0,0,22,12000,jewish,1,0,0,0,-8.661177158,-10.10818958
1,1,0,0,1,23,3000,jewish,0,0,0,0,-8.579135537,-7.766868472
1,1,0,0,0,24,3000,jewish,1,0,0,0,-1.782368422,-3.249004483
1,0,1,0,0,28,8000,jewish,0,0,0,0,0.66681549,1.268859208
1,1,1,0,0,22,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
0,0,0,0,1,36,12000,jewish,0,0,1,1,0.886210129,6.142616272
1,1,1,0,1,28,16000,jewish,0,0,0,1,5.143299699,1.268859208
1,1,0,1,0,25,12000,jewish,1,0,1,0,5.421305895,6.139565706
1,1,1,0,1,39,24000,jewish,0,1,1,1,10.41016698,18.03174257
1,1,0,1,0,32,3000,no religion,0,0,0,1,5.80478251,6.307393909
1,1,0,0,0,23,8000,jewish,0,0,0,0,-8.661177158,-10.10818958
1,1,0,1,0,31,3000,jewish,1,0,0,0,-6.258852482,-5.425547957
1,0,1,0,0,23,3000,jewish,0,0,0,NA,-10.89941859,NA
1,0,0,1,1,22,3000,jewish,1,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,23,NA,jewish,1,0,0,0,-10.89941859,NA
1,1,0,1,0,37,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,0,0,0,23,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,0,1,0,32,16000,jewish,1,1,0,0,-8.579135537,NA
1,1,0,1,0,43,12000,jewish,1,1,1,1,7.487012744,13.34910154
1,0,1,0,1,23,16000,jewish,0,0,0,1,5.143299699,3.445402682
1,1,0,0,0,26,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,1,0,0,23,3000,jewish,0,1,0,0,-10.89941859,-3.252055645
1,1,0,1,1,42,12000,jewish,1,0,0,0,5.526776314,6.130972505
1,1,0,0,0,46,12000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,0,1,0,0,32,12000,jewish,1,0,0,NA,-8.555706143,NA
0,0,0,0,0,27,12000,christian,0,0,1,0,5.444735289,1.268859208
1,1,1,0,0,32,8000,jewish,1,1,0,0,0.561344549,1.097979918
0,0,0,0,0,26,24000,jewish,0,1,0,0,-4.102651477,-10.10818958
1,1,0,0,0,29,16000,jewish,1,0,0,0,-1.457502842,-0.72821185
1,1,1,0,0,35,12000,jewish,1,0,0,1,9.807295799,10.46936512
1,1,1,0,0,42,16000,jewish,1,1,1,1,3.206493258,1.445280463
1,0,0,1,0,41,3000,jewish,1,0,0,1,-4.184692502,1.097979918
1,1,1,0,0,24,3000,jewish,0,0,0,0,-10.89941859,-10.10818958
1,1,1,0,1,25,8000,no religion,0,0,0,0,2.799586654,5.783672333
1,0,0,1,0,25,12000,jewish,0,0,0,0,0.479303598,-10.10818958
1,1,1,0,0,39,12000,jewish,1,0,0,0,-6.317464113,-7.76381731
1,0,1,0,0,25,12000,jewish,1,0,0,0,-10.89941859,-10.10818958
0,0,0,0,0,23,8000,jewish,0,0,0,0,-6.211993098,-5.425547957
0,0,0,0,0,27,3000,jewish,1,0,0,0,-4.020610452,-10.10818958
1,0,1,0,0,24,3000,jewish,0,0,0,NA,15.32873988,NA
1,1,0,1,0,42,12000,jewish,0,1,0,1,0.757309645,18.03174257
0,0,0,0,0,31,8000,jewish,1,0,0,0,-10.89941859,-1.072461456
1,0,0,0,0,35,16000,jewish,1,1,0,0,-6.422934532,NA
0,0,0,0,0,32,12000,jewish,1,0,0,0,-10.89941859,NA
1,1,1,0,1,31,12000,jewish,0,0,0,NA,5.886824131,NA
1,0,0,1,0,27,3000,jewish,1,0,0,0,-10.89941859,-10.10818958